LowerCaseToken	Frequency
vernacular	156
uniting	135
startlingly	105
famously	99
emu	110
easy-going	106
clockwork	111
ceaseless	95
12-year-old	79
thrives	98
roth	62
roadshow	107
rapt	95
minimising	146
flotilla	57
clasping	102
air-conditioning	121
niro	34
magnificence	97
endorsing	116
contesting	122
cellulite	48
applaud	168
1p	63
turquoise	176
precepts	98
postmodern	49
pallor	90
doubting	204
chalet	73
twinge	96
nirvana	78
lounging	114
environs	85
enact	113
conforming	127
chops	175
blissful	103
subsidised	249
mounts	171
forks	150
discouraging	206
deluge	110
4,500	87
thrilling	294
shires	59
mating	256
isis	46
undaunted	101
subsidise	109
rinse	203
rebound	125
nursed	199
defamatory	23
bellies	81
adore	142
warmest	93
vomit	196
strait	88
polluting	163
mace	105
forgo	114
exerting	123
accuses	106
top-class	72
tiniest	98
splinter	124
rubens	66
meditations	51
mayhem	149
idols	106
counter-attack	96
conscientiously	96
blockbuster	89
bereft	168
backstage	137
a-level	117
moulding	181
incipient	129
imaginatively	92
alma	70
speculated	176
specs	82
shortlist	62
reverted	275
promiscuity	72
pluck	150
paraphrase	120
misplaced	275
lumpur	68
jeanette	57
impede	123
canine	115
slash	208
naivety	86
hi-tech	159
camaraderie	98
unintentional	82
topple	102
reparations	58
prized	265
haringey	44
flip	204
extortion	75
despairingly	71
caveat	96
bras	56
anorexic	50
veils	81
teeming	112
roundly	86
rhyl	33
pharmaceuticals	153
modernise	84
far-fetched	90
devolved	165
anachronism	90
vampire	97
uncharacteristically	86
toiletries	81
self-indulgent	83
pull-out	44
ointment	80
md	124
coupling	214
unrelenting	91
recounted	180
oozing	142
nine-year-old	87
nicole	51
metamorphosis	86
medium-term	99
indecently	60
dank	129
busby	57
manipulations	65
imaging	260
falconer	42
audacious	86
2010	64
springy	82
sauntered	98
sabre	50
refreshingly	89
passable	86
jaunty	84
idiosyncrasies	86
grazed	182
decrepit	86
cent	100
anchorage	94
aired	164
adjourn	76
upbeat	83
subtler	86
numbness	68
detractors	90
boils	135
austrians	41
vermin	80
unannounced	82
swapped	178
straws	94
menacing	302
kimberley	50
acclaimed	263
45,000	78
primeval	110
old-style	132
night-time	158
loopholes	81
hyperactive	65
giscard	45
fertilisation	51
defensible	83
blunkett	37
whitelaw	69
stellar	51
sighted	238
schumann	32
laminated	85
jilly	42
headless	77
harming	101
equine	43
betrays	88
under-fives	31
trampled	164
nagging	272
demolishing	98
breaker	76
underpins	84
nurture	152
misfortunes	71
itinerant	111
entrepreneurship	42
encampment	58
carver	71
beaks	58
usher	155
showbusiness	66
self-proclaimed	76
patrimony	49
nspcc	57
inventors	59
goering	29
freestyle	45
diminutive	153
cartilage	62
atheism	49
shopper	85
minutely	81
introspective	77
grandstand	80
basking	101
untoward	123
totalitarian	120
roughness	76
odious	77
cloned	76
underlay	91
stranglehold	85
pan-european	96
lankan	76
high-profile	115
fairytale	57
do-it-yourself	125
devouring	107
bale	92
woefully	78
thundering	147
stares	167
salinas	37
saddest	82
reintroduced	125
rackets	59
minuscule	101
incinerators	38
commuting	137
uncommitted	63
turn-off	59
surcharge	88
supplementing	98
silences	141
marvelled	112
lowly	210
inadmissible	60
conveyancing	156
conceit	87
all-embracing	120
alacrity	76
unwisely	80
swooping	99
stylistically	47
smirk	85
redefined	127
lawlessness	58
half-a-dozen	68
graces	90
faxes	66
churlish	78
chanel	73
astronaut	52
tortoises	61
titanic	105
rejoicing	147
racers	58
playgrounds	63
pate	56
gaudy	135
bayonet	57
stunningly	75
splashes	119
searchlight	53
narcissism	43
life-threatening	86
hamas	38
disrespect	112
cupping	74
bitches	75
bestseller	62
alsace	49
raiding	136
monty	103
idiotic	80
howls	103
footballing	87
fetching	200
downside	73
attested	122
align	110
tajikistan	36
pulley	45
massaging	89
malfunction	63
horse-drawn	101
asthmatic	57
ascend	102
two-	87
maximising	111
kitchenette	31
genealogy	49
ephemera	62
degrading	160
bigotry	60
articulating	92
truism	62
thrall	72
signposts	95
rearranging	95
mirage	117
coups	85
cadiz	38
blockages	47
worsening	259
unsustainable	57
marvel	189
manoeuvring	175
fudge	111
figaro	62
enterprising	251
cleansing	272
astronauts	59
stooping	88
springer	36
infinitesimal	46
enrique	59
chucking	79
amelioration	50
universes	27
remittances	38
phasing	149
obscenities	63
neutralise	66
modicum	74
minogue	61
jacobson	44
front-line	108
courtier	74
baines	46
19th-century	94
rajiv	64
racy	50
prolonging	89
pissing	71
ip	32
devour	101
devastatingly	66
coarser	49
wreaths	59
probationary	48
libertarian	80
jellyfish	46
guthrie	55
fanfare	76
cornered	161
aplomb	76
30p	56
sideline	82
fakes	62
erudite	65
disturbs	74
disorderly	125
cyanide	64
backcloth	53
26,000	63
supercomputers	52
sleazy	62
sinewy	64
shamelessly	65
sakes	53
powerhouse	75
lamentable	63
hardening	159
feral	73
bois	51
unsightly	136
recounting	91
prom	55
mid-eighties	57
hour-long	52
brit	107
affectation	52
specks	65
seaboard	63
prised	98
imitative	40
harbor	38
dowdy	66
diarist	53
culpable	44
cropped	235
contemplates	72
bricklayer	60
valet	55
meacher	31
barrymore	20
wristwatch	61
skid	86
coves	38
claustrophobia	58
cautions	69
warblers	30
maleness	40
life-saving	87
doughnut	49
checkout	55
6m	50
wither	101
unscheduled	55
trampling	78
townsfolk	49
thrived	126
screeching	120
sawing	93
revamped	119
republicanism	39
peregrine	86
marcia	42
magnum	87
inveterate	61
entwined	129
crumb	64
attenborough	92
2020	41
schmeichel	27
reshape	80
rashly	61
python	81
italia	52
indomitable	64
escapism	53
butts	99
quail	57
pharmacology	44
monarchical	32
doubters	62
dysfunctional	31
computer-generated	41
charmed	181
cassidy	78
captivated	105
abolitionist	19
33,000	58
pooling	131
maison	60
korda	20
jasmine	105
hemp	80
enticing	146
aga	79
warhol	84
untrustworthy	58
stringy	56
snide	51
loci	38
herded	81
free-range	33
stabilised	109
re-run	77
raven	123
presentational	33
outback	47
mirren	34
lite	54
tramping	75
terminator	62
shunted	78
self-destructive	53
seeped	120
rubric	46
plaintively	55
mid-thirties	52
ethically	45
deadpan	52
crave	90
collaborations	39
broadsheet	50
altercation	46
sleeveless	53
profiting	53
nipping	61
kudos	54
jacks	102
galapagos	42
foundered	131
exuded	77
ebrd	31
chancellors	49
bloated	158
beaded	80
woodcock	52
trollope	70
three-	59
retraining	157
encapsulate	67
columnists	47
chatterley	36
caveats	58
anti-fascist	55
watchword	54
re-use	90
insulating	123
fabricated	109
degrade	63
2003	45
under-represented	76
tic	42
stampede	57
squandered	104
rookie	42
pre-christmas	55
pows	30
doughnuts	35
dishwashers	40
connoisseurs	57
confounded	127
billionaire	43
all-in-one	40
underestimating	60
nationhood	44
fevered	62
eunuch	30
entranced	118
engagingly	47
doyen	57
cumbrian	51
couture	42
corny	51
confessional	76
cnn	43
stammer	65
reams	47
overhanging	158
modernised	118
magisterial	49
jolted	121
iberian	41
gastronomic	42
flogging	96
cormorants	33
commercialisation	43
chagall	39
workmanlike	46
unencumbered	48
toasting	58
supercilious	51
sprout	110
skateboard	33
randomness	37
music-hall	64
mercies	50
lobbied	116
gilmore	37
beehive	65
smithers	17
sitcom	47
marketers	24
lather	55
half-century	69
greer	65
godolphin	19
flog	68
finches	30
enticed	78
ecologist	47
baptiste	22
110,000	44
unfailingly	46
sandpaper	50
rashid	62
latched	73
hoarding	97
high-minded	48
greenaway	48
gob	44
frick	23
dampened	123
cleverest	42
chrysalis	47
agonising	175
according	110
winking	73
unseemly	90
throwback	46
shrewdness	44
schwarzenegger	63
repellent	102
racetrack	35
misrepresented	77
mass-produced	81
mailer	42
humanely	37
felling	128
eurasian	26
deplore	81
bemoaning	49
quintessentially	49
punta	21
protester	36
madhouse	40
incubating	40
highbrow	36
germaine	35
disinclination	40
belgravia	36
vestigial	40
tiara	31
spinnaker	21
ruud	46
rashers	34
rages	98
quibble	77
poisoner	18
palaeontology	23
oddness	26
moravia	38
internet	47
govan	61
enthralled	105
enlivened	99
destabilise	45
catcher	35
amok	45
swells	90
short-	57
racehorses	53
perching	46
monarchist	27
mild-mannered	40
lawley	32
flagging	145
disinformation	40
conspiracies	45
childs	34
butchery	43
aquaria	22
2,700	40
xenophobic	40
sven	23
spittle	66
shamefully	43
seethed	52
routledge	62
liveliest	43
leggy	48
intrigues	82
dispatches	66
disdainfully	45
depresses	42
cloning	87
30-minute	41
zig-zag	77
swirls	58
swingeing	46
sobriety	45
sexton	51
poll-tax	23
overlapped	97
mush	68
murk	40
mechanised	71
lout	44
cornucopia	44
beckford	35
amputated	83
37,000	42
yasser	47
uno	68
sun-dried	20
snr	17
slipway	27
shied	89
rhyming	97
renovate	52
pager	22
outstripped	90
indictments	30
grunge	40
evasions	39
eradicating	46
diaspora	40
decoding	97
crafted	131
clippers	33
sorbie	13
revisit	43
retractable	27
resuscitate	39
recce	35
raj	66
defected	94
continentals	33
compacted	77
breads	29
baldness	39
ambassadorial	29
19,000	39
125,000	38
unmediated	24
trimmer	32
shankly	21
restaurateur	35
pin-up	55
opined	42
non-fiction	51
no-fly	18
nibble	80
medallists	33
lamenting	51
jeopardising	42
huey	26
hubble	44
headscarf	42
hallucinatory	32
federally	27
co-defendant	23
cappuccino	35
budweiser	27
bedfellows	46
amateurism	29
witless	35
unsurprising	54
tethered	134
self-respecting	67
scrabble	84
outpouring	48
marginalised	95
maggiore	23
loach	31
itineraries	31
gormless	33
energy-efficient	32
cicero	43
blindingly	33
alaskan	52
vichy	66
valery	43
understated	124
tagging	76
prig	28
policed	79
outstripping	48
nagged	71
miasma	35
lacerations	27
grudges	41
exacted	84
disabling	90
corset	61
cgi	19
byers	17
aphrodisiac	60
361	26
withering	143
sickeningly	33
scion	21
roasted	136
proscribed	90
orson	30
nuclear-free	30
iconic	21
grief-stricken	35
gooey	40
camper	33
7.30am	32
sensationally	28
self-sustaining	45
putnam	22
phial	25
pavarotti	55
mellowed	75
howson	22
flout	61
flightless	25
eavesdropping	63
clog	102
checkpoints	49
betjeman	45
unambitious	33
sympathised	55
staggeringly	34
reptilian	42
reportage	37
prescient	32
non-native	20
newsnight	38
moguls	47
ladybird	45
incommunicado	23
fox-hunting	35
endearing	122
coco	36
anti-abortion	54
450,000	35
trampoline	33
punctured	114
pullman	37
penises	22
over-reacting	41
newish	32
newfound	34
mind-boggling	52
inauspicious	34
heart-stopping	50
groupies	30
glitz	42
fords	51
eight-hour	48
conspire	62
beeson	23
2002	28
woeful	32
wc1	25
unvarying	32
thumbs-up	37
schoolfriend	28
right-on	41
reused	47
pining	41
noughts	38
non-metropolitan	19
manolo	9
gallops	49
flirted	83
eugenics	36
eu	17
dumpty	35
counter-argument	29
coolest	35
buoyed	72
tonkin	25
sheba	32
saunas	29
outperform	34
novo	36
greenspan	22
gloating	60
fast-food	45
embryology	34
earnings-related	29
droning	59
comprehensives	31
ceres	17
bracketed	55
airey	27
14-year-olds	24
tweaking	42
treasonable	27
spewing	39
simpsons	27
sidestep	44
self-	48
re-read	76
raunchy	41
quick-witted	33
playthings	31
moronic	29
junkies	56
forger	26
fabulously	28
dunford	16
diva	39
creaky	31
characterless	31
accordance	31
wigglesworth	6
vetting	103
synchronised	71
sub-	42
sprouted	86
reminiscing	38
provos	23
nubile	29
malcontents	28
lauded	53
humpty	38
flagpole	27
clydeside	37
blinkered	79
tattooed	89
pin-ups	21
muddling	38
interventionism	23
cec	26
brushwork	24
ascribes	35
52,000	29
undervalue	40
undernourished	46
tweaked	47
terminations	20
squabble	75
sheikhs	16
rightist	21
messes	49
hustling	38
franois	20
fellatio	20
exactitude	27
estelle	24
enthralling	69
dribble	72
discrediting	48
bacall	16
10.30pm	24
whomever	28
teacups	29
serota	17
picassos	16
legalised	51
laporte	20
hyped	59
drink-drive	29
20m	26
zimmer	27
visage	31
squib	29
otiose	23
disbanding	59
cobain	16
co-	40
chauvinists	24
carbolic	24
versace	22
unforgiving	80
thronging	27
sultans	23
squandering	43
spidery	41
sizing	47
self-disgust	41
puccini	32
pro-life	40
phonograph	15
monnet	18
humbert	10
herms	5
haverhill	12
gloat	35
fossilised	34
fawlty	28
disgorged	41
detracts	40
culling	60
tweedie	17
second-	28
dishcloth	22
dalston	17
cease-fire	34
bloomed	58
bafta	33
warrenpoint	14
vaudeville	49
tropic	35
splint	22
serendipity	25
scalded	72
reassessing	27
rafter	24
puke	42
maimed	90
hervey	14
hardiest	22
gullibility	24
constricting	46
carlile	22
beauteous	18
aflame	23
yvette	24
underpowered	19
stakeholder	13
oaf	29
ivf	16
inflame	32
immobilised	58
imitates	28
haute	39
guerillas	20
cooing	54
carry-on	22
bustard	17
authenticate	23
rerun	32
religiosity	19
prozac	3
low-cut	24
long-	38
literati	26
hain	23
goal-line	30
fowles	13
folksy	21
fishnet	21
fayed	20
dreariness	22
colditz	19
cesare	21
busker	20
broadband	30
adulteration	17
abominably	21
wails	34
unremittingly	20
stringers	14
scripted	52
satraps	12
resurface	28
questioners	20
prime-time	31
preordained	25
post-production	22
pacy	17
lolita	23
labradors	16
febrile	32
drunkards	21
conspirator	19
colwell	17
articulations	13
42.5	15
uncarpeted	18
tas	17
slayer	28
prisoner-of-war	26
ninny	17
neuroscience	21
negligee	11
miniaturisation	19
mellors	9
imprecations	18
iglesias	14
frankincense	21
credibly	20
chastised	37
broken-down	32
auberon	30
2006	17
11-year-olds	17
writerly	10
thesiger	18
taxi-drivers	15
spin-out	20
sebaceous	11
right-winger	27
rankled	43
raison	25
newly-qualified	16
jonny	29
fitzherbert	12
first-born	38
fattest	18
downswing	22
dimpled	40
deign	21
crediting	23
bathos	18
58,000	19
51-year-old	19
11m	15
turfed	23
thoroughbreds	14
third-rate	27
stooges	28
self-belief	32
regurgitated	37
posher	18
out-of-control	19
offcuts	24
neave	22
mcsharry	4
laming	12
jacking	20
iguana	20
guardroom	16
ground-breaking	27
goran	39
gibe	17
feu	18
contemporaneity	15
cocooned	51
christo	14
bragging	35
alcohol-related	22
swanky	17
self-rule	28
publishable	15
politicised	49
panellists	14
oryx	17
orinoco	19
intermingling	25
iguanas	13
chronicling	20
capriciously	15
broadsheets	17
britishness	19
slink	29
sled	17
seduces	16
scoot	26
saeed	11
recuperative	15
public-school	23
programme-makers	14
presage	22
penitentiary	30
mavericks	15
maha	6
jowell	14
inla	14
higgledy-piggledy	23
haranguing	25
flann	11
fast-track	25
excrescences	15
dial-up	19
continent-wide	14
brownian	10
bow-tie	21
bedouin	28
souks	10
sepulchral	29
saber	8
ructions	15
public-service	14
pincher	16
pavlovian	12
laggards	14
jersey-based	29
helvin	5
first-night	24
discomfited	40
co-incidence	14
canvasses	17
72-year-old	16
yoko	20
woodman	30
whitened	46
vileness	12
up-and-down	20
snorkel	21
slashes	32
ravished	26
one-bedroom	16
mini-dress	13
mien	22
masterstroke	15
marchmont	10
maktoum	25
insouciant	21
gosford	10
fork-lift	18
first-name	19
fide	29
download	26
derring-do	14
commercialise	14
checkouts	19
bleat	34
birdwatcher	7
backseat	16
aesthetes	15
unhealthily	13
umist	22
steinbeck	25
socialistic	11
sarandon	8
revues	16
reinvented	23
prefab	19
pastiches	21
no-holds-barred	14
nad	13
knaves	15
incinerate	14
double-page	18
chock-a-block	20
chiesa	15
brouhaha	13
blobby	10
bedu	16
sardinians	6
provo	14
printmaking	30
outperforming	13
oap	28
means-testing	18
maddened	37
juddered	16
insofar	12
high-value	13
gino	12
georgette	17
f-15	16
empire-building	18
detox	10
deneuve	13
delilah	11
deadening	38
commercialised	34
collaborationist	13
cate	17
bolognese	28
acuteness	12
wenger	14
toolmaker	9
sinn	12
shrubby	16
reawakening	25
out-dated	20
encase	14
edmundsbury	7
don't	21
coyote	23
coolidge	9
compo	12
car-free	11
brokered	34
baguettes	10
assassinating	11
anti-semite	10
unappetising	22
trashed	17
stock-market	19
splodges	13
self-selecting	12
sea-lions	6
repopulate	10
regrow	10
piddling	16
nettled	25
makeover	6
lt-col	7
kidman	6
insomniacs	9
horlock	8
hellos	8
divas	13
comic-strip	20
chortling	21
castiglione	12
bona	13
bokassa	10
blighting	15
aspirational	9
2kg	8
y_	3
versa	12
trashing	14
thirtysomething	15
teems	13
serialised	22
savours	14
sandstorm	9
round-ups	8
presidencies	8
overwintering	28
ott	20
militarist	8
landy	12
hanan	14
go-getting	12
gagarin	14
free-form	19
entrenching	16
ectoplasm	8
dirham	7
diplodocus	6
boobies	7
bonce	9
touristy	14
ticket-holders	6
specialness	6
smirks	14
single-	12
short-story	10
sheathing	14
sensualist	7
reoffending	9
pressburger	3
packagers	7
over-heated	11
open-hearted	8
matchwood	8
malloy	6
long-planned	13
left-liberal	8
juddering	24
jests	14
jejune	8
irrespective	8
incinerating	11
hola	9
heyer	4
hamsterley	10
eriksson	14
deidre	6
cling-film	10
backwoodsmen	8
aram	7
al-maktoum	8
vics	3
vandalise	13
snacking	11
sexologists	6
scavenged	17
prevaricating	17
outdid	7
open-textured	5
one-sidedness	5
non-school	9
name-calling	8
masquerades	14
left-field	11
four-yearly	7
faade	5
excellencies	7
crimplene	13
crabbed	19
class-ridden	12
child-abuse	6
bubble-gum	13
bloodlines	9
24-year	12
youth-oriented	5
thirtysomethings	5
superfluously	6
soundbite	6
snatchers	7
smash-and-grab	10
self-revealing	8
scooting	6
rumanians	4
reoffend	7
puissance	6
oyster-catchers	6
overused	14
over-rigid	6
narey	4
meddled	11
ichthyosaurs	5
high-	11
guantanamo	6
grittily	4
freighted	12
five-bedroom	11
fein	9
douceur	7
cresting	8
capita	13
boulding	7
biotech	15
airbrushed	7
2.8m	6
ticky	5
spyglass	9
schlock	6
sangatte	1
rehab	9
ocalan	6
mushers	4
language-learning	12
language-	6
inveighed	12
guzzle	16
gruner	8
flower-bed	8
farrar-hockley	2
espinosa	4
epo	4
disillusioning	14
cordoning	5
clubber	4
ciabatta	6
china-blue	5
capa	5
campagne	6
bpf	6
baldies	5
undershoot	5
teem	11
switch-over	5
super-intelligent	3
sportswriter	4
soundproofing	11
saker	4
rockpool	6
reusing	10
pre-selection	8
pieve	3
objet	6
long-reaching	2
jaine	4
installment	5
iditarod	2
hockaday	2
hip-length	4
grau	3
full-employment	9
full-dress	4
frightfulness	4
fidelio	7
diptheria	4
delectably	4
dark-faced	8
dadaist	8
conceptualist	6
cardie	4
beckham	2
archaisms	4
2.90	4
11-day	6
1.99	3
wisecracking	7
widely-accepted	4
whistle-blowing	6
we'd	6
trawls	9
ticketed	7
studiousness	3
spacewalks	2
sleepwalk	6
self-repairing	5
sea-lion	6
sanctimony	3
reoffended	3
ranil	3
puppet-masters	3
prison-building	3
oxford-educated	3
old-	4
office-workers	3
maters	3
maggoty	3
johnson-smith	2
hopkirk	3
hiscocks	1
highest-profile	3
hard-	3
hand-	7
glamorising	3
georgian-style	4
foot-	3
fateh	3
eulogising	3
enfant	8
destabilised	9
cyborgs	4
cringe-making	3
cottoning	3
charge-sheet	3
chagalls	5
bomb-blast	3
a-list	3
wasn't	3
vomitorium	2
vengefulness	2
unmanageably	2
undented	2
unassuaged	2
twentysomething	5
tissue-type	4
thought-through	2
storyville	2
solferino	2
smallprint	3
single-day	3
single-channel	2
rowling	1
portwrinkle	1
navet	1
nanotechnology	3
mittal	1
million-year-old	2
mi9	2
manipulatively	2
low-brow	3
laeken	2
infantilisation	2
huskies	6
hory	2
haunter	2
fernandina	2
fellow-	2
farsightedness	2
factory-farmed	2
ecotourism	3
dumbing	3
clich	4
cannot	6
cable-like	2
blood-alcohol	2
annum	4
alcohol-	2
alaskans	2
75c	2
5bn	2
3bn	2
35-year-olds	2
21st-century	2
105-member	2
wood-fired	1
wood-	2
us-british	1
tonsorial	1
timbery	1
throwing-up	1
sunflower-seed	1
stem-cell	1
spy-writers	1
spin-outs	2
spin-	2
special-effect	1
sourdough	2
skynet	1
single-use	1
shillinglaw	2
schmuel	1
riverhead	1
ritalin	1
real-	1
punkt	1
prolapses	1
pro-euro	1
podolia	1
personal-injury	1
pavese	1
ofsted	2
new-man	1
multi-stranded	1
mugwumps	2
more-than-useful	1
monstering	1
mis-selling	1
miniaturise	1
matutinal	1
licence-payers	1
leavens	1
khazi	2
israel-palestine	1
isabela	1
inflation-fighting	1
ice-dancing	1
hybridity	1
high-alcohol	1
hashmi	1
gustibus	1
gurley	1
grise	1
gehring	1
gb75	1
gastarbeiters	1
folderol	1
fellow-scots	1
fawlty-style	1
fatih	3
factory-built	1
elmyr	1
dunant	2
dual-use	1
drug-abuse	1
dog-sled	2
cross-heads	1
cringingly	1
coverline	2
clingwrap	1
clichs	1
chundered	1
burj	1
british-bred	1
bone-jarring	1
blue-footed	1
bits-and-bobs	1
biomedica	1
biddability	1
battle-field	1
anti-booze	1
andr	1
almost-	1
adan	1
465,000	1
4.95	1
1999-2000	1
1960s-style	2
1.50p	1
-	1
